Id,SalePrice
1,127384.9664
2,147715.9201
3,161971.4917
4,177729.7075
5,205413.3659
6,175343.3433
7,159951.6221
8,172441.1726
9,190894.4746
10,123404.7038
11,190331.6626
12,104748.2478
13,107098.1052
14,165992.8773
15,139743.6097
16,353690.4113
17,262314.183
18,327484.7389
19,298206.0949
20,448679.7063
21,329673.3588
22,206385.8565
23,170655.1328
24,173196.1679
25,167560.2499
26,196885.7236
27,341251.4324
28,263929.1187
29,197902.5959
30,182094.386
31,193180.117
32,119931.1963
33,177098.3023
34,307587.8474
35,301276.7908
36,209123.8682
37,200392.5469
38,161510.7644
39,161510.7644
40,148673.7093
41,172829.8968
42,155373.6209
43,269881.1968
44,230389.0703
45,215828.9471
46,203754.9561
47,218940.2804
48,205421.8051
49,173969.2146
50,153225.9686
51,156771.6099
52,183844.8075
53,171348.4933
54,143508.7036
55,175565.6859
56,174538.1546
57,138516.9864
58,183854.9296
59,211628.2481
60,134807.4008
61,140169.1511
62,178002.0748
63,117490.1783
64,124422.5882
65,126484.0613
66,125816.0327
67,119286.7589
68,126256.9842
69,153829.7767
70,168212.0948
71,137871.4698
72,104360.6949
73,169525.3226
74,125991.5349
75,139708.0035
76,132434.9837
77,118895.6439
78,168956.5035
79,221333.1008
80,130902.4558
81,173775.1547
82,137278.8685
83,204754.5476
84,95892.67889
85,119321.4438
86,148469.2598
87,127227.5031
88,136701.5478
89,128407.9275
90,159888.6672
91,136666.8596
92,162307.9814
93,122410.7838
94,121576.4776
95,152150.7341
96,116011.273
97,132223.6689
98,112757.1699
99,123480.5991
100,161815.5245
101,147726.2338
102,120854.9467
103,121616.5945
104,171726.5405
105,155967.7701
106,212081.3034
107,111596.3727
108,193747.5996
109,129349.8149
110,128381.928
111,121335.3338
112,137222.0634
113,217521.3698
114,158968.5329
115,196717.5099
116,202484.1846
117,195164.6619
118,164663.3802
119,140225.5764
120,197466.4005
121,127142.0729
122,136709.7435
123,361663.4226
124,227799.0714
125,147790.6601
126,81426.67776
127,106721.5157
128,137579.3663
129,123355.9493
130,132521.3482
131,102532.7143
132,134244.4231
133,147235.0606
134,122514.9873
135,124021.236
136,215653.3073
137,167482.7626
138,178576.9408
139,189799.0628
140,193768.0357
141,73153.49594
142,130209.7481
143,112779.0986
144,249473.5613
145,272190.1837
146,168722.5737
147,240681.3611
148,209001.3654
149,184384.4723
150,149058.5745
151,149424.9268
152,182768.9372
153,174606.0009
154,123439.7806
155,85920.12901
156,85920.12901
157,94175.68084
158,122263.574
159,133200.4476
160,199362.7112
161,138670.5591
162,129903.4466
163,259574.1765
164,192257.2879
165,130559.0375
166,182174.7099
167,178135.1658
168,271963.7793
169,175531.0651
170,287573.2582
171,230057.6815
172,247898.5727
173,165748.7428
174,177220.8363
175,174502.6166
176,160157.4275
177,170399.47
178,210758.9364
179,181626.9269
180,231931.7819
181,179294.8687
182,213749.5642
183,236816.5963
184,224787.0308
185,180509.5016
186,153482.4131
187,177458.7454
188,150824.4776
189,130927.7779
190,121631.6336
191,121631.6336
192,104748.2478
193,106326.4159
194,174076.358
195,169339.2155
196,165992.8773
197,174076.358
198,165992.8773
199,140900.802
200,137954.8381
201,408095.5281
202,371173.7051
203,390684.5055
204,445150.8732
205,350836.9363
206,284168.4114
207,311494.703
208,345506.7197
209,294822.1874
210,346026.3083
211,233295.9087
212,439573.742
213,303370.4799
214,264747.9971
215,173220.849
216,182162.7007
217,194200.7947
218,434001.7857
219,345751.8142
220,287223.3392
221,239731.1116
222,294893.311
223,185222.2774
224,177979.4101
225,173667.3783
226,180730.4653
227,167560.2499
228,191640.1631
229,192088.5936
230,183664.4667
231,167865.3498
232,262255.6734
233,167560.2499
234,176189.2057
235,174431.698
236,262906.4464
237,175409.774
238,351854.1744
239,360736.505
240,229133.0321
241,251813.0404
242,290562.7094
243,273832.7569
244,299175.9572
245,230822.5893
246,428914.3979
247,200735.6138
248,193401.7634
249,307239.7229
250,229307.0831
251,255412.6541
252,250255.5087
253,253313.3723
254,221091.5523
255,203628.3389
256,189611.8258
257,171895.2474
258,124013.5175
259,199092.1497
260,265226.9875
261,173642.6977
262,116252.085
263,150327.969
264,232498.4323
265,218861.1664
266,182062.2995
267,171678.7385
268,186778.655
269,157485.0178
270,170483.0651
271,135738.1663
272,138000.0752
273,120257.9923
274,124715.3844
275,123773.3736
276,122846.7366
277,350761.081
278,200710.0125
279,307321.9637
280,190869.1149
281,166320.1878
282,172829.8968
283,181107.7085
284,262476.2239
285,231446.6695
286,219175.0998
287,217179.7778
288,198904.7633
289,163675.6556
290,142527.851
291,218840.1193
292,123121.6803
293,183100.9083
294,219017.5016
295,167823.2849
296,125936.3048
297,122877.6733
298,152862.6452
299,163426.4089
300,173148.9296
301,163205.6373
302,164087.7869
303,172752.5586
304,122975.9561
305,192936.6975
306,186648.5286
307,195713.2547
308,135661.1509
309,189541.173
310,129951.4862
311,140684.2395
312,143345.1404
313,131003.6973
314,192247.9265
315,136360.6922
316,131976.3641
317,118836.5168
318,125227.9141
319,123730.8026
320,183692.1833
321,136476.2256
322,103155.7416
323,145903.1376
324,96781.37092
325,132023.6345
326,195136.0449
327,190695.8238
328,71210.09078
329,130752.0483
330,91525.21985
331,250291.9328
332,149418.3793
333,150699.715
334,147574.5144
335,139610.4213
336,118164.4509
337,149819.9593
338,130231.88
339,112952.173
340,111940.8028
341,121152.0347
342,174211.464
343,176370.8627
344,140279.0813
345,131925.1028
346,120808.7497
347,174356.2358
348,130663.5775
349,106886.3486
350,153117.6288
351,111511.4797
352,112509.8401
353,127617.1135
354,121767.6138
355,77415.10341
356,107844.9335
357,151233.0299
358,160845.2244
359,122574.2136
360,85333.60406
361,133602.6672
362,185784.3787
363,72136.00878
364,137448.4332
365,124893.0147
366,111328.865
367,123221.6067
368,139073.4637
369,155408.8618
370,184301.8568
371,165574.8541
372,137046.1833
373,150540.6742
374,126513.5204
375,156725.5723
376,150725.0407
377,97899.59639
378,138112.9768
379,88432.90238
380,134386.339
381,135541.0533
382,110409.1316
383,134486.9727
384,131331.7121
385,131438.419
386,155383.8567
387,153976.1589
388,69155.84042
389,125278.7421
390,128977.2539
391,142612.8473
392,133423.5921
393,130244.3588
394,169339.4504
395,149595.1084
396,208975.6901
397,151656.8601
398,170956.3934
399,137385.4619
400,149530.4936
401,138022.8595
402,278458.4246
403,278458.4246
404,278458.4246
405,330858.3985
406,347533.7181
407,260155.4728
408,249607.9241
409,197048.3525
410,242911.7597
411,265913.9343
412,165387.5581
413,218320.4338
414,125923.4137
415,203084.3426
416,181434.1738
417,202072.0756
418,215396.238
419,123162.0572
420,137350.1826
421,241863.701
422,243745.964
423,199542.9287
424,218477.4474
425,231619.0018
426,249093.7913
427,199335.0065
428,265864.5804
429,155260.9222
430,125167.3051
431,144779.411
432,113394.9309
433,130050.8491
434,146157.891
435,144475.4608
436,126349.3556
437,123776.862
438,117544.148
439,148741.4519
440,133461.7955
441,159175.8855
442,134243.3032
443,216235.307
444,134826.1825
445,188619.4408
446,139274.5784
447,200331.4824
448,133868.2568
449,146261.2341
450,146261.2341
451,175918.1853
452,250255.3775
453,162790.2537
454,86782.9764
455,262594.1604
456,82571.05437
457,280838.0949
458,127798.1829
459,156061.276
460,189761.2592
461,387118.4639
462,315418.8633
463,186558.3181
464,215554.8042
465,210783.6353
466,390651.5097
467,127272.1433
468,158317.0538
469,120309.5108
470,119903.5683
471,137854.3432
472,130206.0974
473,167639.2599
474,177729.7075
475,168698.7885
476,177190.0579
477,173095.7504
478,165164.8218
479,246314.9534
480,205413.3659
481,177150.3285
482,175758.5403
483,202611.2284
484,307440.1533
485,352618.4577
486,183022.4382
487,269797.0791
488,196108.0146
489,221486.434
490,192131.2301
491,253752.2007
492,232954.3325
493,166133.0752
494,201367.1681
495,138608.3208
496,275906.3323
497,182105.6078
498,306823.0632
499,165922.9235
500,114776.3545
501,135967.9998
502,104748.2478
503,107942.4829
504,119089.2713
505,166297.4416
506,169650.1934
507,263912.1055
508,357280.2241
509,374719.4035
510,432232.8775
511,392922.4694
512,359785.6903
513,268161.0717
514,304303.6168
515,438857.1072
516,263751.6793
517,322191.9267
518,367664.6187
519,365470.776
520,194021.3453
521,333466.4543
522,215218.1088
523,215218.1088
